"TID","UA"
"TID_SPEC_ABI_CONDUCTOR_2_DESC","Зачіпаючи противників під час використання Супера, Чак також відбирає у них <c00cc00><VALUE1> %</c> боєприпасів."
"TID_ACCESSORY_CONDUCTOR_GADGET_1","ЗМІНА МАРШРУТУ"
"TID_ACCESSORY_CONDUCTOR_GADGET_1_DESC","Чак прибирає найближчий знак і перезаряджає свій Супер."
"TID_ACCESSORY_CONDUCTOR_GADGET_2","ПРИВИДНИЙ ПОЇЗД"
"TID_ACCESSORY_CONDUCTOR_GADGET_2_DESC","Наступний Супер Чака дозволить йому проходити крізь стіни."
"TID_ACCESSORY_BLOCKED_MISSING_SIGN","Поруч немає знаків"
"TID_OVERCHARGE_EVENT_TITLE","ГІПЕРЗАРЯДНИЙ ХАОС"
"TID_OVERCHARGE_EVENT_RANDOM","Випадково обираються:"
"TID_OVERCHARGE_EVENT_BRAWLERS","Бійці!"
"TID_OVERCHARGE_EVENT_MAPS","Карти!"
"TID_OVERCHARGE_EVENT_MODIFIERS","Модифікатори!"
"TID_OVERCHARGE_EVENT_OTHERSOURCES","БІЛЬШЕ ГІПЕРЗАРЯДІВ У ПРИЗАХ СТАРР АБО МАГАЗИНІ"
"TID_OVERCHARGE_EVENT_COMPLETED","КВЕСТ ПРОЙДЕНО"
"TID_OVERCHARGE_EVENT_TEASER","ОТРИМАЙ БІЛЬШЕ ВИПАДКОВИХ ГІПЕРЗАРЯДІВ:"
"TID_RANDOM_REWARDS_TITLE_OVERCHARGE","ГІПЕРЗАРЯД"
"TID_OVERCHARGE_GACHA_DROP_LOCKED","Для використання гіпезаряду покращ бійця <BRAWLER> до <POWER>-го рівня сили."
"TID_OVERCHARGE_GACHA_DROP_READY","МОЖНА ВИКОРИСТОВУВАТИ!"
"TID_GACHA_OVERCHARGE_LEVEL_LIMIT","Для використання гіпезаряду покращ бійця <HERONAME> до <cfcbc21><LEVEL>-го рівня сили</c>"
"TID_NEW_EVENT_IN_SHORT","<TIME>"
"TID_QUEST_DESC_8","ВИГРАЙ БІЙ <AMOUNT> Р."
"TID_POWER_PROGRESS_MAX_LEVEL","МАКС. <NUM>"
"TID_OVERCHARGE_STAT1_DESC","ШВИДКІСТЬ"
"TID_OVERCHARGE_STAT1_VALUE","+ <VALUE> %"
"TID_OVERCHARGE_STAT2_DESC","ШКОДА"
"TID_OVERCHARGE_STAT2_VALUE","+ <VALUE> %"
"TID_OVERCHARGE_STAT3_DESC","ЩИТ"
"TID_OVERCHARGE_STAT3_VALUE","+ <VALUE> %"
"TID_SHOTGUNGIRL_OVERCHARGE","ДВОСТВОЛКА"
"TID_SHOTGUNGIRL_OVERCHARGE_DESC","Область суперобстрілу збільшується на <c00cc00><VALUE1> %</c>."
"TID_GUNSLINGER_OVERCHARGE","З ДВОХ РУК"
"TID_GUNSLINGER_OVERCHARGE_DESC","Область ураження кулевого шторму розширюється на <c00cc00><VALUE1> %</c>."
"TID_CACTUS_OVERCHARGE","СЕЗОН ЦВІТІННЯ"
"TID_CACTUS_OVERCHARGE_DESC","Область ураження Супера збільшується на <c00cc00><VALUE1> %</c>."
"TID_BULLDUDE_OVERCHARGE","СТАЛЕВІ ЩЕЛЕПИ"
"TID_BULLDUDE_OVERCHARGE_DESC","Бульдозер зменшує отримувану шкоду на <c00cc00><VALUE1> %</c>."
"TID_DRILLER_OVERCHARGE","СЕЙСМІЧНЕ ЯВИЩЕ"
"TID_DRILLER_OVERCHARGE_DESC","«Копати-колотити!» уповільнює найближчих противників на <c00cc00><VALUE1></c> с."
"TID_COOKER_OVERCHARGE","ПІРОЛІЗ"
"TID_COOKER_OVERCHARGE_DESC","«Випусти пару» підпалює землю на <c00cc00><VALUE1></c> с."
"TID_HERO_INFO_LEVEL_SHORT","СИЛА"
"TID_HERO_INFO_HEALTH_LABEL","ЗДОРОВ’Я"
"TID_SHOP_OFFER_PURCHASE_ERROR_13_OVERCHARGE","До акції на гіпезаряд: <TIME>"
"TID_SHOP_OFFER_PURCHASE_ERROR_13","До акції: <TIME>"
"TID_OVERCHARGE_INFO_SUPER","СУПЕР"
"TID_SHOP_OFFER_TITLE_47","ГІПЕРЗАРЯД"
"TID_SHOP_OFFER_TITLE_48","ПОКРАЩЕННЯ БІЙЦЯ"
"TID_SHOP_OFFER_INFO_48","Покращ бійця <BRAWLER> до <AMOUNT>-го рівня сили"
"TID_GATCHA_SCREEN_STARR_DROP_DESC","ГІПЕРЗАРЯД"
"TID_SHOP_OFFER_INFO_47","Випадковий приз Старр. Може містити гіпезаряд для бійця!"
"TID_OVERCHARGE_HOW_TO_GET","Як отримати гіпезаряди:"
"TID_OVERCHARGE_HOW_TO_GET_EVENTS","ПОДІЇ"
"TID_OVERCHARGE_HOW_TO_GET_SHOP","МАГАЗИН"
"TID_EMOTE_BUNDLE_STU_UNIVERSITY_PACK","Набір значків «Спортсмен Сту»"
"TID_BRAWLER_MAX_LEVEL","МАКС. РІВЕНЬ!"
"TID_OVERCHARGE_INFO_TITLE","ЩО ТАКЕ ГІПЕРЗАРЯД?"
"TID_OVERCHARGE_INFO_TXT1","Заряди та активуй гіпезаряд!"
"TID_OVERCHARGE_INFO_TXT2","Активований гіпезаряд підсилює Супер та інші показники бійця."
"TID_STARR_DROP_RARITY_NAME_1","РІДКІСНИЙ"
"TID_STARR_DROP_RARITY_NAME_2","НАДРІДКІСНИЙ"
"TID_STARR_DROP_RARITY_NAME_3","ЕПІЧНИЙ"
"TID_STARR_DROP_RARITY_NAME_4","МІФІЧНИЙ"
"TID_STARR_DROP_RARITY_NAME_5","ЛЕГЕНДАРНИЙ"
"TID_SHOP_STARR_DROP_RARE","РІДКІСНИЙ ПРИЗ СТАРР"
"TID_SHOP_STARR_DROP_SUPER_RARE","НАДРІДКІСНИЙ ПРИЗ СТАРР"
"TID_SHOP_STARR_DROP_EPIC","ЕПІЧНИЙ ПРИЗ СТАРР"
"TID_SHOP_STARR_DROP_MYTHIC","МІФІЧНИЙ ПРИЗ СТАРР"
"TID_SHOP_STARR_DROP_LEGENDARY","ЛЕГЕНДАРНИЙ ПРИЗ СТАРР"
"TID_SKIN_INFO_CAMPAIGN_UNIVERSITY","АКАДЕМІЯ BRAWL"
"TID_SKIN_INFO_CAMPAIGN_WASTELAND","ПУСТКА"
"TID_DOUBLE_STARR_DROPS_X2","x2"
"TID_BRAWL_PASS_SEASON_19","ПОВЕРНЕННЯ НА РАНЧО"
"TID_SQUEAK_NERD_SKIN","БОТАНІК СКВІК"
"TID_SQUEAK_NERD_SKIN_SHOP","БОТАНІК СКВІК"
"TID_ROSA_CHEERLEADER_SKIN","ВБОЛІВАЛЬНИЦЯ РОЗА"
"TID_ROSA_CHEERLEADER_SKIN_SHOP","ВБОЛІВАЛЬНИЦЯ\nРОЗА"
"TID_STU_JOCK_SKIN","СПОРТСМЕН СТУ"
"TID_STU_JOCK_SKIN_SHOP","СПОРТСМЕН СТУ"
"TID_WILLOW_SCORPION_SKIN","СКОРПІОН ВІЛЛОУ"
"TID_WILLOW_SCORPION_SKIN_SHOP","СКОРПІОН\nВІЛЛОУ"
"TID_CORDELIUS_RAIDER_SKIN","РЕЙДЕР КОРДЕЛІУС"
"TID_CORDELIUS_RAIDER_SKIN_SHOP","РЕЙДЕР\nКОРДЕЛІУС"
"TID_MAISIE_MARAUDER_SKIN","МАРОДЕРКА МЕЙСІ"
"TID_MAISIE_MARAUDER_SKIN_SHOP","МАРОДЕРКА\nМЕЙСІ"
"TID_MANDY_HARVEST_FEST_SKIN","ХАНБОК МЕНДІ"
"TID_MANDY_HARVEST_FEST_SKIN_SHOP","ХАНБОК МЕНДІ"
"TID_JANET_MOON_FEST_SKIN","МІСЯЧНА ДЖАНЕТ"
"TID_JANET_MOON_FEST_SKIN_SHOP","МІСЯЧНА ДЖАНЕТ"
"TID_HANK_RODEO_SKIN","РОДЕО ХЕНК"
"TID_HANK_RODEO_SKIN_SHOP","РОДЕО ХЕНК"
"TID_EDGAR_MECHA_SKIN","ЕДГАР-МЕХА"
"TID_EDGAR_MECHA_SKIN_SHOP","ЕДГАР-МЕХА"
"TID_CHUCK_RARE_SKIN","ПЕКЕЛЬНИЙ ЧАК"
"TID_CHUCK_RARE_SKIN_SHOP","ПЕКЕЛЬНИЙ ЧАК"
"TID_PEARL_VINTAGE_SKIN","ВІНТАЖНА ПЕРЛ"
"TID_PEARL_VINTAGE_SKIN_SHOP","ВІНТАЖНА ПЕРЛ"
"TID_PEARL_SUBMARINE_SKIN","ПЕРЛ З ПЕРИСКОПОМ"
"TID_PEARL_SUBMARINE_SKIN_SHOP","ПЕРЛ З ПЕРИСКОПОМ"
"TID_KEY_BAR_INFO_DOUBLE_STARR_DROP_EVENT","ПОДІЯ З ПОДВІЙНИМИ ПРИЗАМИ СТАРР\nКожен зароблений за перемогу приз Старр подвоюється"
"TID_DOUBLE_STARR_DROP_EVENT","ПОДВІЙНІ ПРИЗИ СТАРР"
"TID_EMOJI_BEA_TEAM","LUMINOSITY"
"TID_EMOJI_STU_TEAM","FUT"
"TID_OVERCHARGE_SHOP_INFO","Заряди бійця <BRAWLER>, щоб активувати його <cF800FF>гіпезаряд</c> у бою. Активований гіпезаряд підсилює Супер та інші показники бійця.\n\n<cF800FF><OVERCHARGE> —</c>\n<cf5c249>СУПЕР</c>: <SUPER>\n<c13AA13>ШВИДКІСТЬ</c>: + <SPEED> %\n<cF4321E>ШКОДА</c>: + <DAMAGE> %\n<c006EFF>ЩИТ</c>: + <SHIELD> %\n\nГіпезаряд доступний деяким бійцям, починаючи з <LEVEL>-го рівня сили."
"TID_HERO_INFO_OVERCHARGE_BLOCKED_OWNED","Цей гіпезаряд можна буде активувати, коли боєць досягне <cE05CFF><LEVEL>-ГО РІВНЯ СИЛИ</c>."
"TID_OVERCHARGE_NOT_RELEASED","Скоро..."
"TID_OVERCHARGE_INFO_TXT3","Гіпезаряд для деяких бійців можна купити, починаючи з 11-го рівня сили."
"TID_OVERCHARGE_BRAWLER_COLLECTION","З ГІПЕРЗАРЯДОМ"
"TID_OVERCHAGE_SLOT_UNLOCK","РОЗБЛОКУЙ ЯЧЕЙКУ ГІПЕРЗАРЯДУ!"
"TID_TITLE_MASTERY_PEARL","Шеф-кухар"
"TID_TITLE_MASTERY_CHUCK","Маестро"
"TID_TRAIT_HEAT","Шкода цього бійця повільно збільшується з часом."
"TID_SKIN_INFO_CAMPAIGN_HARVESTFESTIVAL","ЩЕДРИЙ УРОЖАЙ"
"TID_BRAWLBALL_511","По камінцях"
"TID_GEMGRAB_511","Кінцева станція"
"TID_DEATHMATCH_512","Шаровий торт"
"TID_HERO_INFO_BUY_MISSING_COINS","Купити за монети та кристали?"
"TID_HERO_INFO_BUY_MISSING_COINS_GEMS_ONLY","Купити за кристали (<GEMS>)?"
"TID_OVERCHARGE_BUFFS_WHILE_HYPERCHARGED","Посилення з гіпезарядом:"
"TID_OVERCHARGE_OFFERS_LOCKED_BY_SPRAYS","Відкрий нагороду за досягнення <NUM> трофеїв, щоб побачити акції на гіпезаряди!"
"TID_EMOTE_BUNDLE_BRONSON_CAESAR_PACK","Набір значків «Цезар Сем»"
"TID_POPUP_GEM_CONFIRM_GADGET_MISSING_COINS","Точно хочеш купити цей гаджет за монети та кристали?"
"TID_POPUP_GEM_CONFIRM_STAR_POWER_MISSING_COINS","Точно хочеш купити цю зіркову силу за монети та кристали?"
"TID_POPUP_GEM_CONFIRM_GEAR_MISSING_COINS","Точно хочеш купити це спорядження за монети та кристали?"
"TID_POPUP_GEM_CONFIRM_OVERCHARGE","Точно хочеш купити цей гіпезаряд за кристали?"
"TID_POPUP_GEM_CONFIRM_OVERCHARGE_MISSING_COINS","Точно хочеш купити цей гіпезаряд за монети та кристали?"
"TID_HERO_INFO_POSTS","Знаки"
"TID_SKIN_FEATURE_TAKEDOWN","— особливі ефекти при знищенні."
"TID_CLAN_SHARE_REPLAY_ENTRY_TITLE","<NAME> ДІЛИТЬСЯ ПОВТОРОМ ГРИ В РЕЖИМІ «<MODE>»"
"TID_CLAN_SHARE_REPLAY_ENTRY_WATCH","ДИВИТИСЯ"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_TITLE","ПУБЛІКАЦІЯ ПОВТОРУ"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_DESC","Хочеш опублікувати повтор бою в чаті клубу?"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_YES","ТАК"
"TID_BATTLE_LOG_SHARE_REPLAY_PROMPT_NO","НІ"
"TID_BATTLE_LOG_SHARE_REPLAY_ONLY_IN_CLUB","Публікувати можна тільки повтори боїв, зіграних у поточному клубі."
"TID_BATTLE_LOG_SHARE_REPLAY_ALREADY_SHARED","Повтор цього бою вже опубліковано в чаті клубу."
"TID_CLUB_MEMBERS_ONLINE_COUNT","<NUM>/<MAX>"
"TID_CLUB_PIGGY_EVENT_JOIN_CLUB","ВСТУПИТИ В КЛУБ"
"TID_CLUB_PIGGY_EVENT_WINS_TO_NEXT_DROP","ПЕРЕМОГ ДО МЕГАПРИЗУ: <WINS>"
"TID_CLUB_PIGGY_EVENT_WINS_TO_NEXT_DROP_POPUP","ПЕРЕМОГ ДО МЕГАПРИЗУ: <WINS>"
"TID_CLUB_PIGGY_EVENT_XMAS_WINS_TO_NEXT_DROP","ПЕРЕМОГ ДО ПОДАРУНКА: <WINS>"
"TID_CLUB_PIGGY_EVENT_XMAS_WINS_TO_NEXT_DROP_POPUP","ПЕРЕМОГ ДО ПОДАРУНКА: <WINS>"
"TID_CLUB_PIGGY_EVENT_TICKETS_LEFT","ЗАЛИШИЛОСЯ КВИТКІВ: <NUM>"
"TID_CLUB_PIGGY_EVENT_MORE_TICKETS_IN","Через <TIME> додасться квитків: <NUM>"
"TID_CLUB_PIGGY_BANK_EVENT_RANDOM","Отримай до 20 призів Старр!"
"TID_CLUB_PIGGY_BANK_EVENT_TITLE","МЕГАКОПИЛКА!"
"TID_CLUB_PIGGY_BANK_JOIN_A_CLUB_TO_PLAY","ВСТУПИ В КЛУБ ДЛЯ ГРИ!"
"TID_CLUB_PIGGY_BANK_EVENT_TIME","Можна РОЗБИТИ через"
"TID_CLUB_PIGGY_BANK_EVENT_TIME_2","<TIME>"
"TID_CLUB_PIGGY_BANK_NEXT_EVENT_TIME","До наступної МЕГАКОПИЛКИ: <TIME>"
"TID_CLUB_PIGGY_LEVEL_COUNTER","<NUM>/<MAX>"
"TID_CLUB_XMAS_LEVEL_COUNTER","ВИГРАНО ПОДАРУНКІВ: <NUM>"
"TID_CLUB_XMAS_LEVEL_COUNTER_1","ВИГРАНО ПОДАРУНКІВ: <NUM>"
"TID_CLUB_XMAS_NEXT_EVENT_TIME","До початку: <TIME>"
"TID_CLUB_INFO_TAB_XMAS_TREE","МЕГАЙОЛКА"
"TID_CLUB_XMAS_EVENT_ENDED_TITLE","Подія «Мегайолка»\nзавершилася!"
"TID_CLUB_XMAS_EVENT_ENDED_SMASH_TITLE","ОТРИМАЙ ПОДАРУНКИ!"
"TID_CLUB_EVENT_ENDED_SMASH_FALLBACK_TITLE","ТОРКНИСЯ, ЩОБ ОТРИМАТИ"
"TID_CLUB_XMAS_CONTRIBUTED_WINS","Кількість перемог у «Мегайолці»"
"TID_CLUB_XMAS_NOT_CONTRIBUTED","Жодної перемоги в «Мегайолці»:"
"TID_NOTIFICATION_CLUB_XMAS_EVENT_END","Подія з мегайолкою завершилася. Твої перемоги для клубу: <WINS>."
"TID_CLUB_PIGGY_BANK_EVENT_BUTTON_PLAY","ГРАТИ"
"TID_CLUB_PIGGY_BANK_EVENT_UNAVAILABLE_IN_FRIENDLY","Недоступно в дружніх боях"
"TID_CLUB_PIGGY_BANK_EVENT_NO_TICKETS","Усі квитки витрачено!"
"TID_CLUB_PIGGY_BANK_BONUS_STARS","x<NUM>"
"TID_CLUB_PIGGY_BANK_PREVIOUS_EVENT","ПОПЕРЕДНЯ ПОДІЯ"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_TITLE","Подія «МЕГАКОПИЛКА»\nзавершилася!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_SMASH_TITLE","РОЗБИЙ МЕГАКОПИЛКУ!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_BONUS_LETS_GO","ПОГНАЛИ!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_BONUS_TITLE","БОНУС!"
"TID_CLUB_PIGGY_BANK_EVENT_ENDED_BONUS_CONTRIBUTOR","за <POS>-е місце"
"TID_CLUB_PIGGY_WARNING_NOT_ENOUGH_TICKETS","Не вистачає квитків"
"TID_CLUB_PIGGY_TICKETS_PER_PLAY","<NUM><cA4B7E0>за ГРУ</c>"
"TID_CLUB_PIGGY_ONLINE_PLAYERS_HEADER","МЕГАКОПИЛКА"
"TID_CLUB_PIGGY_BANK_EVENT_NAME","МЕГАКОПИЛКА"
"TID_CLUB_XMAS_EVENT_NAME","МЕГАЙОЛКА"
"TID_CLUB_PIGGY_MORE_TICKETS","Нові квитки для мегакопилки!"
"TID_CLUB_PIGGY_XMAS_MORE_TICKETS","Нові квитки для мегайолки!"
"TID_TEAM_AD_JOIN_FAIL_PLAYER_NOT_IN_CLUB_PIGGY_EVENT","Не можна приєднатися. Ти не береш участі в події «<EVENTNAME>» разом із цією командою."
"TID_TEAM_REQUEST_INVITE_FAIL_PLAYER_NOT_IN_CLUB_PIGGY_EVENT","Не можна запросити. Гравець не бере участі в твоїй події «<EVENTNAME>»."
"TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_PLAYER","Не можна приєднатися до команди. У гравця недостатньо квитків події «<EVENTNAME>»."
"TID_TEAM_AD_JOIN_FAIL_NOT_ENOUGH_TICKETS_YOU","Не можна приєднатися до команди. У тебе недостатньо квитків події «<EVENTNAME>»."
"TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_YOU","Не можна запросити. У тебе недостатньо квитків події «<EVENTNAME>»."
"TID_TEAM_REQUEST_INVITE_FAIL_NOT_ENOUGH_TICKETS_PLAYER","Не можна запросити. У гравця недостатньо квитків події «<EVENTNAME>»!"
"TID_STYLE_SHIPMENT_TITLE","СТИЛЬНА ПОСИЛКА"
"TID_STYLE_SHIPMENT_LABEL","<NUMBER> БЛІНГІВ"
"TID_CCTV_ENTRY_POPUP_YES","ТАК"
"TID_CCTV_ENTRY_POPUP_NO","НІ"
"TID_FAME_TIER_METEOR1","МЕТЕОРИТНА СЛАВА I"
"TID_FAME_TIER_METEOR2","МЕТЕОРИТНА СЛАВА II"
"TID_FAME_TIER_METEOR3","МЕТЕОРИТНА СЛАВА III"
"TID_HERO_INFO_BUY_MISSING_GEMS3","Придбай кристали (<MISSINGGEMS>), щоб перейти на наступний рівень"
"TID_LOGIN_CALENDAR_REWARD_OVERCHARGE","ГІПЕРЗАРЯД"
"TID_LOGIN_CALENDAR_REWARD_DESC_OVERCHARGE","Випадковий приз Старр. Може містити гіпезаряд для бійця!"
"TID_LOGIN_CALENDAR_REWARD_STARR_DROP_CONTAINER","ПРИЗ СТАРР"
"TID_LOGIN_CALENDAR_REWARD_DESC_STARR_DROP_CONTAINER","Приз Старр. Чим вища рідкість, тим більший шанс отримати ціннішу нагороду!"
"TID_LOGIN_CALENDAR_REWARD_STARR_DROP","ПРИЗ СТАРР"
"TID_LOGIN_CALENDAR_REWARD_DESC_STARR_DROP","Випадковий приз Старр. Чим вища рідкість, тим більший шанс отримати ціннішу нагороду!"
"TID_SHOP_OFFER_TITLE_50","ПРИЗ СТАРР"
"TID_SHOP_OFFER_INFO_50","Випадковий приз Старр. Чим вища рідкість, тим більший шанс отримати ціннішу нагороду!"
"TID_COCOONER","ЧАРЛІ"
"TID_COCOONER_SHORT_DESC","КОНТРОЛЬ"
"TID_COCOONER_DESC","Чарлі в цирку виступала,\nПодивитися всіх запрошувала.\nРозпустила локони,\nОбплела всіх коконом.\nПубліка обурилась,\nА Чарлі з грошима змилась!"
"TID_COCOONER_WEAPON","ЙО-ЙО"
"TID_COCOONER_WEAPON_DESC","Чарлі кидає йо-йо, яке завдає шкоди першому, в кого влучить, а потім повертається назад."
